Id,name,vendor_name,scale,price,quantity_stock,description,category,transaction_detail
242022,1938 Cadillac V-16 Presidential Limousine,Classic Metal Creations,1:24,20.61,2847,"This 1:24 scale precision die cast replica of the 1938 Cadillac V-16 Presidential Limousine has all the details of the original, from the flags on the front to an opening back seat compartment complete with telephone and rifle. Features factory baked-enamel black finish, hood goddess ornament, working jump seats.",Vintage Cars,28
242300,1962 Volkswagen Microbus,Autoart Studio Design,1:24,61.34,2327,"This 1:18 scale die cast replica of the 1962 Microbus is loaded with features: A working steering system, opening front doors and tailgate, and famous two-tone factory baked enamel finish, are all topped of by the sliding, real fabric, sunroof.",Trucks and Buses,28
242360,1982 Ducati 900 Monster,Highway 66 Mini Classics,1:24,47.1,6840,"Features two-tone paint with chrome accents, superior die-cast detail , rotating wheels , working kick stand",Motorcycles,27
242766,1949 Jaguar XK 120,Classic Metal Creations,1:24,47.25,2350,"Precision-engineered from original Jaguar specification in perfect scale ratio. Features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.",Classic Cars,25
242840,1958 Chevy Corvette Limited Edition,Carousel DieCast Legends,1:24,15.91,2542,"The operating parts of this 1958 Chevy Corvette Limited Edition are particularly delicate due to their precise scale and require special care and attention. Features rotating wheels, working streering, opening doors and trunk. Color dark green.",Classic Cars,28
242841,1900s Vintage Bi-Plane,Autoart Studio Design,1:24,34.25,5942,Hand crafted diecast-like metal bi-plane is re-created in about 1:24 scale of antique pioneer airplane. All hand-assembled with many different parts. Hand-painted in classic yellow and features correct markings of original airplane.,Planes,28
242887,1952 Citroen-15CV,Exoto Designs,1:24,72.82,1452,"Precision crafted hand-assembled 1:18 scale reproduction of the 1952 15CV, with its independent spring suspension, working steering system, opening doors and hood, detailed engine and instrument panel, all topped of with a factory fresh baked enamel finish.",Classic Cars,24
242972,1982 Lamborghini Diablo,Second Gear Diecast,1:24,16.24,7723,"This replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.",Classic Cars,27
243151,1912 Ford Model T Delivery Wagon,Min Lin Diecast,1:24,46.91,9173,"This model features chrome trim and grille, opening hood, opening doors, opening trunk, detailed engine, working steering system. Color white.",Vintage Cars,27
243191,1969 Chevrolet Camaro Z28,Exoto Designs,1:24,50.51,4695,"1969 Z/28 Chevy Camaro 1:24 scale replica. The operating parts of this limited edition 1:24 scale diecast model car 1969 Chevy Camaro Z28- hood, trunk, wheels, streering, suspension and doors- are particularly delicate due to their precise scale and require special care and attention.",Classic Cars,25
243371,1971 Alpine Renault 1600s,Welly Diecast Productions,1:24,38.58,7995,"This 1971 Alpine Renault 1600s replica Features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.",Classic Cars,27
243420,1937 Horch 930V Limousine,Autoart Studio Design,1:24,26.3,2902,"Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system",Vintage Cars,28
243432,2002 Chevy Corvette,Gearbox Collectibles,1:24,62.11,9446,"The operating parts of this limited edition Diecast 2002 Chevy Corvette 50th Anniversary Pace car Limited Edition are particularly delicate due to their precise scale and require special care and attention. Features rotating wheels, poseable streering, opening doors and trunk.",Classic Cars,25
243816,1940 Ford Delivery Sedan,Carousel DieCast Legends,1:24,48.64,6621,"Chrome Trim, Chrome Grille, Opening Hood, Opening Doors, Opening Trunk, Detailed Engine, Working Steering System. Color black.",Vintage Cars,28
243856,1956 Porsche 356A Coupe,Classic Metal Creations,1:18,98.3,6600,Features include: Turnable front wheels; steering function; detailed interior; detailed engine; opening hood; opening trunk; opening doors; and detailed chassis.,Classic Cars,27
243949,Corsair F4U ( Bird Cage),Second Gear Diecast,1:24,29.34,6812,Has retractable wheels and comes with a stand. Official logos and insignias.,Planes,28
243969,1936 Mercedes Benz 500k Roadster,Red Start Diecast,1:24,21.75,2081,"This model features grille-mounted chrome horn, lift-up louvered hood, fold-down rumble seat, working steering system and rubber wheels. Color black.",Vintage Cars,25
244048,1992 Porsche Cayenne Turbo Silver,Exoto Designs,1:24,69.78,6582,"This replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.",Classic Cars,27
244258,1936 Chrysler Airflow,Second Gear Diecast,1:24,57.46,4710,"Features opening trunk,  working steering system. Color dark green.",Vintage Cars,28
244278,1900s Vintage Tri-Plane,Unimax Art Galleries,1:24,36.23,2756,Hand crafted diecast-like metal Triplane is Re-created in about 1:24 scale of antique pioneer airplane. This antique style metal triplane is all hand-assembled with many different parts.,Planes,28
244620,1961 Chevrolet Impala,Classic Metal Creations,1:18,32.33,7869,"This 1:18 scale precision die-cast reproduction of the 1961 Chevrolet Impala has all the features-doors, hood and trunk that open; detailed 409 cubic-inch engine; chrome dashboard and stick shift, two-tone interior; working steering system; all topped of with a factory baked-enamel finish.",Classic Cars,27
321268,1980’s GM Manhattan Express,Motor City Art Classics,1:32,53.93,5099,"This 1980’s era new look Manhattan express is still active, running from the Bronx to mid-town Manhattan. Has 35 opeining windows and working lights. Needs a battery.",Trucks and Buses,28
321374,1997 BMW F650 ST,Exoto Designs,1:32,66.92,178,Features official die-struck logos and baked enamel finish. Comes with stand.,Motorcycles,28
322206,1982 Ducati 996 R,Gearbox Collectibles,1:32,24.14,9241,"Features rotating wheels , working kick stand. Comes with stand.",Motorcycles,27
322509,1954 Greyhound Scenicruiser,Classic Metal Creations,1:32,25.98,2874,"Model features bi-level seating, 50 windows, skylights & glare resistant glass, working steering system, original logos",Trucks and Buses,28
323207,1950`s Chicago Surface Lines Streetcar,Gearbox Collectibles,1:32,26.72,8601,"This streetcar is a joy to see. It has 80 separate windows, electric wire guides, detailed interiors with seats, poles and drivers controls, rolling and turning wheel assemblies, plus authentic factory baked-enamel finishes (Green Hornet for Chicago and Cream and Crimson for Boston).",Trains,27
323522,1996 Peterbilt 379 Stake Bed with Outrigger,Red Start Diecast,1:32,33.61,814,"This model features, opening doors, detailed engine, working steering, tinted windows, detailed interior, die-struck logos, removable stakes operating outriggers, detachable second trailer, functioning 360-degree self loader, precision molded resin trailer and trim, baked enamel finish on cab",Trucks and Buses,28
324289,1928 Ford Phaeton Deluxe,Highway 66 Mini Classics,1:32,33.02,136,"This model features grille-mounted chrome horn, lift-up louvered hood, fold-down rumble seat, working steering system",Vintage Cars,28
324485,1974 Ducati 350 Mk3 Desmo,Second Gear Diecast,1:32,56.13,3341,"This model features two-tone paint with chrome accents, superior die-cast detail , rotating wheels , working kick stand",Motorcycles,27
501341,1930 Buick Marquette Phaeton,Studio M Art Models,1:50,27.06,7062,"Features opening trunk,  working steering system",Vintage Cars,28
501392,Diamond T620 Semi-Skirted Tanker,Highway 66 Mini Classics,1:50,68.29,1016,This limited edition model is licensed and perfectly scaled for Lionel Trains. The Diamond T620 has been produced in solid precision diecast and painted with a fire baked enamel finish. It comes with a removable tanker and is a perfect model to add authenticity to your static train or car layout or to just have on display.,Trucks and Buses,28
501514,1962 City of Detroit Streetcar,Classic Metal Creations,1:50,37.49,1645,"This streetcar is a joy to see. It has 99 separate windows, electric wire guides, detailed interiors with seats, poles and drivers controls, rolling and turning wheel assemblies, plus authentic factory baked-enamel finishes (Green Hornet for Chicago and Cream and Crimson for Boston).",Trains,27
504713,2002 Yamaha YZR M1,Autoart Studio Design,1:50,34.17,600,"Features rotating wheels , working kick stand. Comes with stand.",Motorcycles,27
721253,Boeing X-32A JSF,Motor City Art Classics,1:72,32.77,4857,"10\"" Wingspan with retractable landing gears.Comes with pilot",Planes,28
723212,Pont Yacht,Unimax Art Galleries,1:72,33.3,414,"Measures 38 inches Long x 33 3/4 inches High. Includes a stand.\r\nMany extras including rigging, long boats, pilot house, anchors, etc. Comes with 2 masts, all square-rigged",Ships,27
7001138,The Schooner Bluenose,Autoart Studio Design,1:700,34.0,1897,"All wood with canvas sails. Measures 31 1/2 inches in Length, 22 inches High and 4 3/4 inches Wide. Many extras.\r\nThe schooner Bluenose was built in Nova Scotia in 1921 to fish the rough waters off the coast of Newfoundland. Because of the Bluenose racing prowess she became the pride of all Canadians. Still featured on stamps and the Canadian dime, the Bluenose was lost off Haiti in 1946.",Ships,27
7001691,American Airlines: B767-300,Min Lin Diecast,1:700,51.15,5841,Exact replia with official logos and insignias and retractable wheels,Planes,28
7001938,The Mayflower,Studio M Art Models,1:700,43.3,737,"Measures 31 1/2 inches Long x 25 1/2 inches High x 10 5/8 inches Wide\r\nAll wood with canvas sail. Extras include long boats, rigging, ladders, railing, anchors, side cannons, hand painted, etc.",Ships,27
7002047,HMS Bounty,Unimax Art Galleries,1:700,39.83,3501,"Measures 30 inches Long x 27 1/2 inches High x 4 3/4 inches Wide. \r\nMany extras including rigging, long boats, pilot house, anchors, etc. Comes with three masts, all square-rigged.",Ships,28
7002466,America West Airlines B757-200,Motor City Art Classics,1:700,68.8,9653,Official logos and insignias. Working steering system. Rotating jet engines,Planes,28
7002610,The USS Constitution Ship,Red Start Diecast,1:700,33.97,7083,"All wood with canvas sails. Measures 31 1/2\"" Length x 22 3/8\"" High x 8 1/4\"" Width. Extras include 4 boats on deck, sea sprite on bow, anchors, copper railing, pilot houses, etc.",Ships,27
7002824,1982 Camaro Z28,Carousel DieCast Legends,1:18,46.53,6934,"Features include opening and closing doors. Color: White. \r\nMeasures approximately 9 1/2\"" Long.",Classic Cars,28
7002834,ATA: B757-300,Highway 66 Mini Classics,1:700,59.33,7106,Exact replia with official logos and insignias and retractable wheels,Planes,28
7003167,F/A 18 Hornet 1/72,Motor City Art Classics,1:72,54.4,551,"10\"" Wingspan with retractable landing gears.Comes with pilot",Planes,28
7003505,The Titanic,Carousel DieCast Legends,1:700,51.09,1956,"Completed model measures 19 1/2 inches long, 9 inches high, 3inches wide and is in barn red/black. All wood and metal.",Ships,27
7003962,The Queen Mary,Welly Diecast Productions,1:700,53.63,5088,"Exact replica. Wood and Metal. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with three masts, all square-rigged.",Ships,27
7004002,American Airlines: MD-11S,Second Gear Diecast,1:700,36.27,8820,Polished finish. Exact replia with official logos and insignias and retractable wheels,Planes,28
